
testcases/common/oncoming-trick.xml
timestamp,# collisions,agent 0 path length,agent 0 effort,agent 0 get target,agent 1 path length,agent 1 effort,agent 1get target,
0,,0;0.00544341,false,0;0.00544341,false,
2.25167,,1.01105;8.00903,false,1.00992;8.01676,false,
2.25333,,1.01105;8.01275,false,1.00992;8.02048,false,
2.255,,1.01106;8.01647,false,1.00992;8.02419,false,
2.25667,,1.01106;8.02018,false,1.00993;8.02791,false,
2.25833,,1.01106;8.0239,false,1.00993;8.03163,false,
2.26,,1.01107;8.02762,false,1.00993;8.03534,false,
2.26167,,1.01107;8.03133,false,1.00994;8.03906,false,
2.26333,,1.01107;8.03505,false,1.00994;8.04278,false,
2.265,,1.01108;8.03877,false,1.00994;8.04649,false,
2.26667,,1.01108;8.04248,false,1.00995;8.05021,false,
2.26833,,1.01108;8.0462,false,1.00995;8.05393,false,
2.27,,1.01109;8.04992,false,1.00995;8.05764,false,
2.27167,,1.01109;8.05363,false,1.00996;8.06136,false,
2.27333,,1.0111;8.05735,false,1.00996;8.06508,false,
2.275,,1.0111;8.06107,false,1.00996;8.06879,false,
2.27667,,1.0111;8.06478,false,1.00997;8.07251,false,
2.27833,,1.01111;8.0685,false,1.00997;8.07623,false,
2.28,,1.01111;8.07222,false,1.00997;8.07994,false,
2.28167,,1.01111;8.07593,false,1.00998;8.08366,false,
2.28333,,1.01112;8.07965,false,1.00998;8.08738,false,
2.285,,1.01112;8.08337,false,1.00998;8.09109,false,
2.28667,,1.01112;8.08708,false,1.00999;8.09481,false,
2.28833,,1.01113;8.0908,false,1.00999;8.09853,false,
2.29,,1.01113;8.09452,false,1.00999;8.10224,false,
2.29167,,1.01113;8.09823,false,1.01;8.10596,false,
2.29333,,1.01114;8.10195,false,1.01;8.10968,false,
2.295,,1.01114;8.10567,false,1.01;8.11339,false,
2.29667,,1.01114;8.10938,false,1.01001;8.11711,false,
2.29833,,1.01115;8.1131,false,1.01001;8.12083,false,
2.3,,1.01115;8.11682,false,1.01001;8.12454,false,
2.30167,,1.01115;8.12053,false,1.01002;8.12826,false,
2.30333,,1.01116;8.12425,false,1.01002;8.13198,false,
2.305,,1.01116;8.12797,false,1.01002;8.13569,false,
2.30667,,1.01117;8.13168,false,1.01003;8.13941,false,
2.30833,,1.01117;8.1354,false,1.01003;8.14313,false,
2.31,,1.01117;8.13912,false,1.01003;8.14684,false,
2.31167,,1.01118;8.14283,false,1.01004;8.15056,false,
2.31333,,1.01118;8.14655,false,1.01004;8.15428,false,
2.315,,1.01118;8.15027,false,1.01004;8.15799,false,
2.31667,,1.01119;8.15398,false,1.01005;8.16171,false,
2.31833,,1.01119;8.1577,false,1.01005;8.16543,false,
2.32,,1.01119;8.16142,false,1.01005;8.16914,false,
2.32167,,1.0112;8.16513,false,1.01006;8.17286,false,
2.32333,,1.0112;8.16885,false,1.01006;8.17658,false,
2.325,,1.0112;8.17257,false,1.01006;8.18029,false,
2.32667,,1.01121;8.17628,false,1.01007;8.18401,false,
2.32833,,1.01121;8.18,false,1.01007;8.18773,false,
2.33,,1.01121;8.18372,false,1.01007;8.19144,false,
2.33167,,1.01122;8.18743,false,1.01008;8.19516,false,
2.33333,,1.01122;8.19115,false,1.01008;8.19888,false,
2.335,,1.01122;8.19487,false,1.01008;8.20259,false,
2.33667,,1.01123;8.19858,false,1.01009;8.20631,false,
2.33833,,1.01123;8.2023,false,1.01009;8.21003,false,
2.34,,1.01124;8.20602,false,1.01009;8.21374,false,
2.34167,,1.01124;8.20973,false,1.0101;8.21746,false,
2.34333,,1.01124;8.21345,false,1.0101;8.22118,false,
2.345,,1.01125;8.21717,false,1.0101;8.22489,false,
2.34667,,1.01125;8.22088,false,1.01011;8.22861,false,
2.34833,,1.01125;8.2246,false,1.01011;8.23233,false,
2.35,,1.01126;8.22832,false,1.01011;8.23604,false,
2.35167,,1.01126;8.23203,false,1.01012;8.23976,false,
2.35333,,1.01126;8.23575,false,1.01012;8.24348,false,
2.355,,1.01127;8.23947,false,1.01012;8.24719,false,
2.35667,,1.01127;8.24318,false,1.01013;8.25091,false,
2.35833,,1.01127;8.2469,false,1.01013;8.25463,false,
2.36,,1.01128;8.25062,false,1.01013;8.25834,false,
2.36167,,1.01128;8.25433,false,1.01014;8.26206,false,
2.36333,,1.01128;8.25805,false,1.01014;8.26578,false,
2.365,,1.01129;8.26177,false,1.01014;8.26949,false,
2.36667,,1.01129;8.26548,false,1.01015;8.27321,false,
2.36833,,1.0113;8.2692,false,1.01015;8.27693,false,
2.37,,1.0113;8.27292,false,1.01015;8.28064,false,
2.37167,,1.0113;8.27663,false,1.01016;8.28436,false,
2.37333,,1.01131;8.28035,false,1.01016;8.28808,false,
2.375,,1.01131;8.28407,false,1.01016;8.29179,false,
2.37667,,1.01131;8.28778,false,1.01017;8.29551,false,
2.37833,,1.01132;8.2915,false,1.01017;8.29923,false,
2.38,,1.01132;8.29522,false,1.01017;8.30294,false,
2.38167,,1.01132;8.29893,false,1.01018;8.30666,false,
2.38333,,1.01133;8.30265,false,1.01018;8.31038,false,
2.385,,1.01133;8.30637,false,1.01018;8.31409,false,
2.38667,,1.01133;8.31008,false,1.01019;8.31781,false,
2.38833,,1.01134;8.3138,false,1.01019;8.32153,false,
2.39,,1.01134;8.31752,false,1.01019;8.32524,false,
2.39167,,1.01134;8.32123,false,1.0102;8.32896,false,
2.39333,,1.01135;8.32495,false,1.0102;8.33268,false,
2.395,,1.01135;8.32867,false,1.0102;8.33639,false,
2.39667,,1.01135;8.33238,false,1.01021;8.34011,false,
2.39833,,1.01136;8.3361,false,1.01021;8.34383,false,
2.4,,1.01136;8.33982,false,1.01021;8.34754,false,
2.40167,,1.01136;8.34353,false,1.01022;8.35126,false,
2.40333,,1.01137;8.34725,false,1.01022;8.35498,false,
2.405,,1.01137;8.35097,false,1.01022;8.35869,false,
2.40667,,1.01138;8.35468,false,1.01023;8.36241,false,
2.40833,,1.01138;8.3584,false,1.01023;8.36613,false,
2.41,,1.01138;8.36212,false,1.01023;8.36984,false,
2.41167,,1.01139;8.36583,false,1.01024;8.37356,false,
2.41333,,1.01139;8.36955,false,1.01024;8.37728,false,
2.415,,1.01139;8.37327,false,1.01024;8.38099,false,
2.41667,,1.0114;8.37698,false,1.01025;8.38471,false,
2.41833,,1.0114;8.3807,false,1.01025;8.38843,false,
2.42,,1.0114;8.38442,false,1.01025;8.39214,false,
2.42167,,1.01141;8.38813,false,1.01026;8.39586,false,
2.42333,,1.01141;8.39185,false,1.01026;8.39958,false,
2.425,,1.01141;8.39557,false,1.01026;8.40329,false,
2.42667,,1.01142;8.39928,false,1.01027;8.40701,false,
2.42833,,1.01142;8.403,false,1.01027;8.41073,false,
2.43,,1.01142;8.40672,false,1.01027;8.41444,false,
2.43167,,1.01143;8.41043,false,1.01028;8.41816,false,
2.43333,,1.01143;8.41415,false,1.01028;8.42188,false,
2.435,,1.01143;8.41787,false,1.01028;8.42559,false,
2.43667,,1.01144;8.42158,false,1.01029;8.42931,false,
2.43833,,1.01144;8.4253,false,1.01029;8.43303,false,
2.44,,1.01145;8.42902,false,1.01029;8.43674,false,
2.44167,,1.01145;8.43273,false,1.0103;8.44046,false,
2.44333,,1.01145;8.43645,false,1.0103;8.44418,false,
2.445,,1.01146;8.44017,false,1.0103;8.44789,false,
2.44667,,1.01146;8.44388,false,1.01031;8.45161,false,
2.44833,,1.01146;8.4476,false,1.01031;8.45533,false,
2.45,,1.01147;8.45132,false,1.01031;8.45904,false,
2.45167,,1.01147;8.45503,false,1.01032;8.46276,false,
2.45333,,1.01147;8.45875,false,1.01032;8.46648,false,
2.455,,1.01148;8.46247,false,1.01032;8.47019,false,
2.45667,,1.01148;8.46618,false,1.01033;8.47391,false,
2.45833,,1.01148;8.4699,false,1.01033;8.47763,false,
2.46,,1.01149;8.47362,false,1.01033;8.48134,false,
2.46167,,1.01149;8.47733,false,1.01034;8.48506,false,
2.46333,,1.01149;8.48105,false,1.01034;8.48878,false,
2.465,,1.0115;8.48477,false,1.01034;8.49249,false,
2.46667,,1.0115;8.48848,false,1.01035;8.49621,false,
2.46833,,1.0115;8.4922,false,1.01035;8.49993,false,
2.47,,1.01151;8.49592,false,1.01035;8.50364,false,
2.47167,,1.01151;8.49963,false,1.01036;8.50736,false,
2.47333,,1.01152;8.50335,false,1.01036;8.51108,false,
2.475,,1.01152;8.50707,false,1.01036;8.51479,false,
2.47667,,1.01152;8.51078,false,1.01037;8.51851,false,
2.47833,,1.01153;8.5145,false,1.01037;8.52223,false,
2.48,,1.01153;8.51822,false,1.01037;8.52594,false,
2.48167,,1.01153;8.52193,false,1.01038;8.52966,false,
2.48333,,1.01154;8.52565,false,1.01038;8.53338,false,
2.485,,1.01154;8.52937,false,1.01038;8.53709,false,
2.48667,,1.01154;8.53308,false,1.01039;8.54081,false,
2.48833,,1.01155;8.5368,false,1.01039;8.54453,false,
2.49,,1.01155;8.54052,false,1.01039;8.54824,false,
2.49167,,1.01155;8.54423,false,1.0104;8.55196,false,
2.49333,,1.01156;8.54795,false,1.0104;8.55568,false,
2.495,,1.01156;8.55167,false,1.0104;8.55939,false,
2.49667,,1.01156;8.55538,false,1.01041;8.56311,false,
2.49833,,1.01157;8.5591,false,1.01041;8.56683,false,
2.5,,1.01157;8.56282,false,1.01041;8.57054,false,
2.50167,,1.01157;8.56653,false,1.01042;8.57426,false,
2.50333,,1.01158;8.57025,false,1.01042;8.57798,false,
2.505,,1.01158;8.57397,false,1.01042;8.58169,false,
2.50667,,1.01158;8.57768,false,1.01043;8.58541,false,
2.50833,,1.01159;8.5814,false,1.01043;8.58913,false,
2.51,,1.01159;8.58512,false,1.01043;8.59284,false,
2.51167,,1.0116;8.58883,false,1.01044;8.59656,false,
2.51333,,1.0116;8.59255,false,1.01044;8.60028,false,
2.515,,1.0116;8.59627,false,1.01044;8.60399,false,
2.51667,,1.01161;8.59998,false,1.01045;8.60771,false,
2.51833,,1.01161;8.6037,false,1.01045;8.61143,false,
2.52,,1.01161;8.60742,false,1.01045;8.61514,false,
2.52167,,1.01162;8.61113,false,1.01046;8.61886,false,
2.52333,,1.01162;8.61485,false,1.01046;8.62258,false,
2.525,,1.01162;8.61857,false,1.01046;8.62629,false,
2.52667,,1.01163;8.62228,false,1.01047;8.63001,false,
2.52833,,1.01163;8.626,false,1.01047;8.63373,false,
2.53,,1.01163;8.62972,false,1.01047;8.63744,false,
2.53167,,1.01164;8.63343,false,1.01048;8.64116,false,
2.53333,,1.01164;8.63715,false,1.01048;8.64488,false,
2.535,,1.01164;8.64087,false,1.01048;8.64859,false,
2.53667,,1.01165;8.64458,false,1.01049;8.65231,false,
2.53833,,1.01165;8.6483,false,1.01049;8.65603,false,
2.54,,1.01165;8.65202,false,1.01049;8.65974,false,
2.54167,,1.01166;8.65573,false,1.0105;8.66346,false,
2.54333,,1.01166;8.65945,false,1.0105;8.66718,false,
2.545,,1.01167;8.66317,false,1.0105;8.67089,false,
2.54667,,1.01167;8.66688,false,1.01051;8.67461,false,
2.54833,,1.01167;8.6706,false,1.01051;8.67833,false,
2.55,,1.01168;8.67432,false,1.01051;8.68204,false,
2.55167,,1.01168;8.67803,false,1.01052;8.68576,false,
2.55333,,1.01168;8.68175,false,1.01052;8.68948,false,
2.555,,1.01169;8.68547,false,1.01052;8.69319,false,
2.55667,,1.01169;8.68918,false,1.01053;8.69691,false,
2.55833,,1.01169;8.6929,false,1.01053;8.70063,false,
2.56,,1.0117;8.69662,false,1.01053;8.70434,false,
2.56167,,1.0117;8.70033,false,1.01054;8.70806,false,
2.56333,,1.0117;8.70405,false,1.01054;8.71178,false,
2.565,,1.01171;8.70777,false,1.01054;8.71549,false,
2.56667,,1.01171;8.71148,false,1.01054;8.71921,false,
2.56833,,1.01171;8.7152,false,1.01055;8.72293,false,
2.57,,1.01172;8.71892,false,1.01055;8.72665,false,
2.57167,,1.01172;8.72263,false,1.01056;8.73036,false,
2.57333,,1.01172;8.72635,false,1.01056;8.73408,false,
2.575,,1.01173;8.73007,false,1.01056;8.7378,false,
2.57667,,1.01173;8.73378,false,1.01057;8.74151,false,
2.57833,,1.01173;8.7375,false,1.01057;8.74523,false,
2.58,,1.01174;8.74122,false,1.01057;8.74895,false,
2.58167,,1.01174;8.74493,false,1.01058;8.75266,false,
2.58333,,1.01175;8.74865,false,1.01058;8.75638,false,
2.585,,1.01175;8.75237,false,1.01058;8.7601,false,
2.58667,,1.01175;8.75608,false,1.01059;8.76381,false,
2.58833,,1.01176;8.7598,false,1.01059;8.76753,false,
2.59,,1.01176;8.76352,false,1.01059;8.77125,false,
2.59167,,1.01176;8.76723,false,1.0106;8.77496,false,
2.59333,,1.01177;8.77095,false,1.0106;8.77868,false,
2.595,,1.01177;8.77467,false,1.0106;8.7824,false,
2.59667,,1.01177;8.77838,false,1.01061;8.78611,false,
2.59833,,1.01178;8.7821,false,1.01061;8.78983,false,
2.6,,1.01178;8.78582,false,1.01061;8.79355,false,
2.60167,,1.01178;8.78953,false,1.01062;8.79726,false,
2.60333,,1.01179;8.79325,false,1.01062;8.80098,false,
2.605,,1.01179;8.79697,false,1.01062;8.8047,false,
2.60667,,1.01179;8.80068,false,1.01062;8.80841,false,
2.60833,,1.0118;8.8044,false,1.01063;8.81213,false,
2.61,,1.0118;8.80812,false,1.01063;8.81585,false,
2.61167,,1.0118;8.81183,false,1.01063;8.81956,false,
2.61333,,1.01181;8.81555,false,1.01064;8.82328,false,
2.615,,1.01181;8.81927,false,1.01064;8.827,false,
2.61667,,1.01182;8.82298,false,1.01064;8.83071,false,
2.61833,,1.01182;8.8267,false,1.01065;8.83443,false,
2.62,,1.01182;8.83042,false,1.01065;8.83815,false,
2.62167,,1.01183;8.83413,false,1.01066;8.84186,false,
2.62333,,1.01183;8.83785,false,1.01066;8.84558,false,
2.625,,1.01183;8.84157,false,1.01066;8.8493,false,
2.62667,,1.01184;8.84528,false,1.01066;8.85301,false,
2.62833,,1.01184;8.849,false,1.01067;8.85673,false,
2.63,,1.01184;8.85272,false,1.01067;8.86045,false,
2.63167,,1.01185;8.85643,false,1.01068;8.86416,false,
2.63333,,1.01185;8.86015,false,1.01068;8.86788,false,
2.635,,1.01185;8.86387,false,1.01068;8.8716,false,
2.63667,,1.01186;8.86758,false,1.01069;8.87531,false,
2.63833,,1.01186;8.8713,false,1.01069;8.87903,false,
2.64,,1.01186;8.87502,false,1.01069;8.88275,false,
2.64167,,1.01187;8.87873,false,1.0107;8.88646,false,
2.64333,,1.01187;8.88245,false,1.0107;8.89018,false,
2.645,,1.01187;8.88617,false,1.0107;8.8939,false,
2.64667,,1.01188;8.88988,false,1.0107;8.89761,false,
2.64833,,1.01188;8.8936,false,1.01071;8.90133,false,
2.65,,1.01188;8.89732,false,1.01071;8.90505,false,
2.65167,,1.01189;8.90103,false,1.01072;8.90876,false,
2.65333,,1.01189;8.90475,false,1.01072;8.91248,false,
2.655,,1.01189;8.90847,false,1.01072;8.9162,false,
2.65667,,1.0119;8.91218,false,1.01073;8.91991,false,
2.65833,,1.0119;8.9159,false,1.01073;8.92363,false,
2.66,,1.01191;8.91962,false,1.01073;8.92735,false,
2.66167,,1.01191;8.92333,false,1.01074;8.93106,false,
2.66333,,1.01191;8.92705,false,1.01074;8.93478,false,
2.665,,1.01192;8.93077,false,1.01074;8.9385,false,
2.66667,,1.01192;8.93449,false,1.01075;8.94221,false,
2.66833,,1.01192;8.9382,false,1.01075;8.94593,false,
2.67,,1.01193;8.94192,false,1.01075;8.94965,false,
2.67167,,1.01193;8.94564,false,1.01076;8.95336,false,
2.67333,,1.01193;8.94935,false,1.01076;8.95708,false,
2.675,,1.01194;8.95307,false,1.01076;8.9608,false,
2.67667,,1.01194;8.95679,false,1.01076;8.96451,false,
2.67833,,1.01194;8.9605,false,1.01077;8.96823,false,
2.68,,1.01195;8.96422,false,1.01077;8.97195,false,
2.68167,,1.01195;8.96794,false,1.01078;8.97566,false,
2.68333,,1.01195;8.97165,false,1.01078;8.97938,false,
2.685,,1.01196;8.97537,false,1.01078;8.9831,false,
2.68667,,1.01196;8.97909,false,1.01078;8.98681,false,
2.68833,,1.01196;8.9828,false,1.01079;8.99053,false,
2.69,,1.01197;8.98652,false,1.01079;8.99425,false,
2.69167,,1.01197;8.99024,false,1.01079;8.99796,false,
2.69333,,1.01197;8.99395,false,1.0108;9.00168,false,
2.695,,1.01198;8.99767,false,1.0108;9.0054,false,
2.69667,,1.01198;9.00139,false,1.0108;9.00911,false,
2.69833,,1.01199;9.0051,false,1.01081;9.01283,false,
2.7,,1.01199;9.00882,false,1.01081;9.01655,false,
2.70167,,1.01199;9.01254,false,1.01081;9.02026,false,
2.70333,,1.012;9.01625,false,1.01082;9.02398,false,
2.705,,1.012;9.01997,false,1.01082;9.0277,false,
2.70667,,1.012;9.02369,false,1.01083;9.03141,false,
2.70833,,1.01201;9.0274,false,1.01083;9.03513,false,
2.71,,1.01201;9.03112,false,1.01083;9.03885,false,
2.71167,,1.01201;9.03484,false,1.01083;9.04256,false,
2.71333,,1.01202;9.03855,false,1.01084;9.04628,false,
2.715,,1.01202;9.04227,false,1.01084;9.05,false,
2.71667,,1.01202;9.04599,false,1.01084;9.05371,false,
2.71833,,1.01203;9.0497,false,1.01085;9.05743,false,
2.72,,1.01203;9.05342,false,1.01085;9.06115,false,
2.72167,,1.01203;9.05714,false,1.01085;9.06486,false,
2.72333,,1.01204;9.06085,false,1.01086;9.06858,false,
2.725,,1.01204;9.06457,false,1.01086;9.0723,false,
2.72667,,1.01204;9.06829,false,1.01086;9.07601,false,
2.72833,,1.01205;9.072,false,1.01087;9.07973,false,
2.73,,1.01205;9.07572,false,1.01087;9.08345,false,
2.73167,,1.01205;9.07944,false,1.01087;9.08716,false,
2.73333,,1.01206;9.08315,false,1.01088;9.09088,false,
2.735,,1.01206;9.08687,false,1.01088;9.0946,false,
2.73667,,1.01206;9.09059,false,1.01088;9.09831,false,
2.73833,,1.01207;9.0943,false,1.01089;9.10203,false,
2.74,,1.01207;9.09802,false,1.01089;9.10575,false,
2.74167,,1.01208;9.10174,false,1.01089;9.10946,false,
2.74333,,1.01208;9.10545,false,1.0109;9.11318,false,
2.745,,1.01208;9.10917,false,1.0109;9.1169,false,
2.74667,,1.01209;9.11289,false,1.0109;9.12061,false,
2.74833,,1.01209;9.1166,false,1.01091;9.12433,false,
2.75,,1.01209;9.12032,false,1.01091;9.12805,false,
2.75167,,1.0121;9.12404,false,1.01091;9.13176,false,
2.75333,,1.0121;9.12775,false,1.01092;9.13548,false,
2.755,,1.0121;9.13147,false,1.01092;9.1392,false,
2.75667,,1.01211;9.13519,false,1.01092;9.14291,false,
2.75833,,1.01211;9.1389,false,1.01093;9.14663,false,
2.76,,1.01211;9.14262,false,1.01093;9.15035,false,
2.76167,,1.01212;9.14634,false,1.01093;9.15406,false,
2.76333,,1.01212;9.15005,false,1.01094;9.15778,false,
2.765,,1.01212;9.15377,false,1.01094;9.1615,false,
2.76667,,1.01213;9.15749,false,1.01094;9.16521,false,
2.76833,,1.01213;9.1612,false,1.01095;9.16893,false,
2.77,,1.01213;9.16492,false,1.01095;9.17265,false,
2.77167,,1.01214;9.16864,false,1.01095;9.17636,false,
2.77333,,1.01214;9.17235,false,1.01096;9.18008,false,
2.775,,1.01215;9.17607,false,1.01096;9.1838,false,
2.77667,,1.01215;9.17979,false,1.01096;9.18751,false,
2.77833,,1.01215;9.1835,false,1.01097;9.19123,false,
2.78,,1.01216;9.18722,false,1.01097;9.19495,false,
2.78167,,1.01216;9.19094,false,1.01097;9.19866,false,
2.78333,,1.01216;9.19465,false,1.01098;9.20238,false,
2.785,,1.01217;9.19837,false,1.01098;9.2061,false,
2.78667,,1.01217;9.20209,false,1.01098;9.20981,false,
2.78833,,1.01217;9.2058,false,1.01099;9.21353,false,
2.79,,1.01218;9.20952,false,1.01099;9.21725,false,
2.79167,,1.01218;9.21324,false,1.01099;9.22096,false,
2.79333,,1.01218;9.21695,false,1.011;9.22468,false,
2.795,,1.01219;9.22067,false,1.011;9.2284,false,
2.79667,,1.01219;9.22439,false,1.011;9.23211,false,
2.79833,,1.01219;9.2281,false,1.01101;9.23583,false,
2.8,,1.0122;9.23182,false,1.01101;9.23955,false,
2.80167,,1.0122;9.23554,false,1.01101;9.24326,false,
2.80333,,1.0122;9.23925,false,1.01102;9.24698,false,
2.805,,1.01221;9.24297,false,1.01102;9.2507,false,
2.80667,,1.01221;9.24669,false,1.01102;9.25441,false,
2.80833,,1.01221;9.2504,false,1.01103;9.25813,false,
2.81,,1.01222;9.25412,false,1.01103;9.26185,false,
2.81167,,1.01222;9.25784,false,1.01103;9.26556,false,
2.81333,,1.01223;9.26155,false,1.01104;9.26928,false,
2.815,,1.01223;9.26527,false,1.01104;9.273,false,
2.81667,,1.01223;9.26899,false,1.01104;9.27671,false,
2.81833,,1.01224;9.2727,false,1.01105;9.28043,false,
2.82,,1.01224;9.27642,false,1.01105;9.28415,false,
2.82167,,1.01224;9.28014,false,1.01105;9.28786,false,
2.82333,,1.01225;9.28385,false,1.01106;9.29158,false,
2.825,,1.01225;9.28757,false,1.01106;9.2953,false,
2.82667,,1.01225;9.29129,false,1.01106;9.29901,false,
2.82833,,1.01226;9.295,false,1.01107;9.30273,false,
2.83,,1.01226;9.29872,false,1.01107;9.30645,false,
2.83167,,1.01226;9.30244,false,1.01107;9.31016,false,
2.83333,,1.01227;9.30615,false,1.01108;9.31388,false,
2.835,,1.01227;9.30987,false,1.01108;9.3176,false,
2.83667,,1.01227;9.31359,false,1.01108;9.32131,false,
2.83833,,1.01228;9.3173,false,1.01109;9.32503,false,
2.84,,1.01228;9.32102,false,1.01109;9.32875,false,
2.84167,,1.01228;9.32474,false,1.01109;9.33246,false,
2.84333,,1.01229;9.32845,false,1.0111;9.33618,false,
2.845,,1.01229;9.33217,false,1.0111;9.3399,false,
2.84667,,1.01229;9.33589,false,1.0111;9.34361,false,
2.84833,,1.0123;9.3396,false,1.01111;9.34733,false,
2.85,,1.0123;9.34332,false,1.01111;9.35105,false,
2.85167,,1.01231;9.34704,false,1.01111;9.35476,false,
2.85333,,1.01231;9.35075,false,1.01112;9.35848,false,
2.855,,1.01231;9.35447,false,1.01112;9.3622,false,
2.85667,,1.01232;9.35819,false,1.01112;9.36591,false,
2.85833,,1.01232;9.3619,false,1.01113;9.36963,false,
2.86,,1.01232;9.36562,false,1.01113;9.37335,false,
2.86167,,1.01233;9.36934,false,1.01113;9.37706,false,
2.86333,,1.01233;9.37305,false,1.01114;9.38078,false,
2.865,,1.01233;9.37677,false,1.01114;9.3845,false,
2.86667,,1.01234;9.38049,false,1.01115;9.38821,false,
2.86833,,1.01234;9.3842,false,1.01115;9.39193,false,
2.87,,1.01234;9.38792,false,1.01115;9.39565,false,
2.87167,,1.01235;9.39164,false,1.01115;9.39936,false,
2.87333,,1.01235;9.39535,false,1.01116;9.40308,false,
2.875,,1.01235;9.39907,false,1.01116;9.4068,false,
2.87667,,1.01236;9.40279,false,1.01116;9.41051,false,
2.87833,,1.01236;9.4065,false,1.01117;9.41423,false,
2.88,,1.01236;9.41022,false,1.01117;9.41795,false,
2.88167,,1.01237;9.41394,false,1.01117;9.42166,false,
2.88333,,1.01237;9.41765,false,1.01118;9.42538,false,
2.885,,1.01237;9.42137,false,1.01118;9.4291,false,
2.88667,,1.01238;9.42509,false,1.01119;9.43281,false,
2.88833,,1.01238;9.4288,false,1.01119;9.43653,false,
2.89,,1.01239;9.43252,false,1.01119;9.44025,false,
2.89167,,1.01239;9.43624,false,1.0112;9.44396,false,
2.89333,,1.01239;9.43995,false,1.0112;9.44768,false,
2.895,,1.0124;9.44367,false,1.0112;9.4514,false,
2.89667,,1.0124;9.44739,false,1.01121;9.45511,false,
2.89833,,1.0124;9.4511,false,1.01121;9.45883,false,
2.9,,1.01241;9.45482,false,1.01121;9.46255,false,
2.90167,,1.01241;9.45854,false,1.01122;9.46626,false,
2.90333,,1.01241;9.46225,false,1.01122;9.46998,false,
2.905,,1.01242;9.46597,false,1.01122;9.4737,false,
2.90667,,1.01242;9.46969,false,1.01122;9.47741,false,
2.90833,,1.01242;9.4734,false,1.01123;9.48113,false,
2.91,,1.01243;9.47712,false,1.01123;9.48485,false,
2.91167,,1.01243;9.48084,false,1.01124;9.48856,false,
2.91333,,1.01243;9.48455,false,1.01124;9.49228,false,
2.915,,1.01244;9.48827,false,1.01124;9.496,false,
2.91667,,1.01244;9.49199,false,1.01125;9.49971,false,
2.91833,,1.01244;9.4957,false,1.01125;9.50343,false,
2.92,,1.01245;9.49942,false,1.01125;9.50715,false,
2.92167,,1.01245;9.50314,false,1.01126;9.51086,false,
2.92333,,1.01245;9.50685,false,1.01126;9.51458,false,
2.925,,1.01246;9.51057,false,1.01126;9.5183,false,
2.92667,,1.01246;9.51429,false,1.01127;9.52201,false,
2.92833,,1.01247;9.518,false,1.01127;9.52573,false,
2.93,,1.01247;9.52172,false,1.01127;9.52945,false,
2.93167,,1.01247;9.52544,false,1.01128;9.53316,false,
2.93333,,1.01248;9.52915,false,1.01128;9.53688,false,
2.935,,1.01248;9.53287,false,1.01128;9.5406,false,
2.93667,,1.01248;9.53659,false,1.01129;9.54431,false,
2.93833,,1.01249;9.5403,false,1.01129;9.54803,false,
2.94,,1.01249;9.54402,false,1.01129;9.55175,false,
2.94167,,1.01249;9.54774,false,1.0113;9.55546,false,
2.94333,,1.0125;9.55145,false,1.0113;9.55918,false,
2.945,,1.0125;9.55517,false,1.0113;9.5629,false,
2.94667,,1.0125;9.55889,false,1.01131;9.56661,false,
2.94833,,1.01251;9.5626,false,1.01131;9.57033,false,
2.95,,1.01251;9.56632,false,1.01131;9.57405,false,
2.95167,,1.01251;9.57004,false,1.01131;9.57776,false,
2.95333,,1.01252;9.57375,false,1.01132;9.58148,false,
2.955,,1.01252;9.57747,false,1.01132;9.5852,false,
2.95667,,1.01252;9.58119,false,1.01132;9.58891,false,
2.95833,,1.01253;9.5849,false,1.01133;9.59263,false,
2.96,,1.01253;9.58862,false,1.01133;9.59635,false,
2.96167,,1.01253;9.59234,false,1.01133;9.60006,false,
2.96333,,1.01254;9.59605,false,1.01134;9.60378,false,
2.965,,1.01254;9.59977,false,1.01134;9.6075,false,
2.96667,,1.01254;9.60349,false,1.01135;9.61121,false,
2.96833,,1.01255;9.6072,false,1.01135;9.61493,false,
2.97,,1.01255;9.61092,false,1.01135;9.61865,false,
2.97167,,1.01255;9.61464,false,1.01135;9.62236,false,
2.97333,,1.01256;9.61835,false,1.01136;9.62608,false,
2.975,,1.01256;9.62207,false,1.01136;9.6298,false,
2.97667,,1.01257;9.62579,false,1.01136;9.63351,false,
2.97833,,1.01257;9.6295,false,1.01137;9.63723,false,
2.98,,1.01257;9.63322,false,1.01137;9.64095,false,
2.98167,,1.01258;9.63694,false,1.01137;9.64466,false,
2.98333,,1.01258;9.64065,false,1.01138;9.64838,false,
2.985,,1.01258;9.64437,false,1.01138;9.6521,false,
2.98667,,1.01259;9.64809,false,1.01138;9.65581,false,
2.98833,,1.01259;9.6518,false,1.01139;9.65953,false,
2.99,,1.01259;9.65552,false,1.01139;9.66325,false,
2.99167,,1.0126;9.65924,false,1.01139;9.66696,false,
2.99333,,1.0126;9.66295,false,1.0114;9.67068,false,
2.995,,1.0126;9.66667,false,1.0114;9.6744,false,
2.99667,,1.01261;9.67039,false,1.0114;9.67811,false,
2.99833,,1.01261;9.6741,false,1.01141;9.68183,false,
3,,1.01261;9.67782,false,1.01141;9.68555,false,
3.00167,,1.01262;9.68154,false,1.01141;9.68926,false,
3.00333,,1.01262;9.68525,false,1.01142;9.69298,false,
3.005,,1.01262;9.68897,false,1.01142;9.6967,false,
